12.000000, 81.000000, 415.000
11.000000, 103.000000, 46.000000
11.000000, 102.000000, 46.000000
12.000000, 82.000000, 46.000000
12.000000, 102.000000, 46.000000
11.000000, 82.000000, 46.000000
11.000000, 102.000000, 46.000000
12.000000, 67.000000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 82.000000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 78.000000, 46.000000
11.000000, 103.000000, 46.000000
11.000000, 83.000000, 46.000000
12.000000, 101.000000, 46.000000
12.000000, 48.000000, 46.000000
12.000000, 100.000000, 46.000000
12.000000, 915.000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 57.000000, 415.000
11.000000, 107.000000, 46.000000
12.000000, 102.000000, 9.000000
11.000000, 103.000000, 42.000000
11.000000, 102.000000, 46.000000
12.000000, 114.000000, 46.000000
12.000000, 515.000, 46.000000
11.000000, 117.000000, 46.000000
12.000000, 103.000000, 43.000000
11.000000, 215.000, 46.000000
11.000000, 96.000000, 415.000
12.000000, 76.000000, 38.000000
12.000000, 114.000000, 46.000000
12.000000, 68.000000, 46.000000
12.000000, 1015.000, 4.000000
11.000000, 31.000000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 12.000000, 46.000000
12.000000, 97.000000, 9.000000
11.000000, 84.000000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 103.000000, 8.000000
11.000000, 14.000000, 46.000000
11.000000, 103.000000, 415.000
11.000000, 103.000000, 46.000000
12.000000, 15.000, 10.000000
11.000000, 106.000000, 415.000
11.000000, 82.000000, 46.000000
11.000000, 100.000000, 14.000000
12.000000, 69.000000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 102.000000, 46.000000
11.000000, 52.000000, 46.000000
11.000000, 102.000000, 46.000000
11.000000, 127.000000, 46.000000
12.000000, 53.000000, 46.000000
11.000000, 103.000000, 46.000000
12.000000, 1015.000, 41.000000
11.000000, 82.000000, 46.000000
12.000000, 77.000000, 46.000000
12.000000, 112.000000, 46.000000
11.000000, 1015.000, 46.000000
11.000000, 27.000000, 46.000000
11.000000, 103.000000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 43.000000, 46.000000
11.000000, 107.000000, 415.000
12.000000, 98.000000, 46.000000
12.000000, 72.000000, 46.000000
11.000000, 128.000000, 46.000000
11.000000, 103.000000, 8.000000
11.000000, 415.000, 46.000000
12.000000, 102.000000, 46.000000
12.000000, 102.000000, 4.000000
11.000000, 43.000000, 46.000000
11.000000, 116.000000, 415.000
12.000000, 116.000000, 46.000000
11.000000, 26.000000, 46.000000
11.000000, 103.000000, 415.000
12.000000, 116.000000, 6.000000
12.000000, 47.000000, 46.000000
12.000000, 103.000000, 46.000000
12.000000, 104.000000, 7.000000
11.000000, 33.000000, 46.000000
12.000000, 114.000000, 415.000
11.000000, 116.000000, 46.000000
12.000000, 37.000000, 46.000000
11.000000, 116.000000, 46.000000
11.000000, 127.000000, 415.000
11.000000, 80.000000, 415.000
11.000000, 79.000000, 415.000
10.000000, 103.000000, 415.000
11.000000, 74.000000, 9.000000
11.000000, 79.000000, 415.000
11.000000, 99.000000, 415.000
11.000000, 66.000000, 315.000
11.000000, 120.000000, 46.000000
11.000000, 113.000000, 415.000
11.000000, 47.000000, 46.000000
11.000000, 1115.000, 46.000000
11.000000, 113.000000, 46.000000
11.000000, 42.000000, 0.000000
10.000000, 104.000000, 46.000000
11.000000, 101.000000, 46.000000
11.000000, 83.000000, 8.000000
12.000000, 57.000000, 415.000
10.000000, 915.000, 46.000000
10.000000, 126.000000, 43.000000
12.000000, 37.000000, 415.000
10.000000, 99.000000, 46.000000
